Transaction_ID,Date,Month,Month_Name,Quarter,State,Platform,Category,Age_Group,Gender,Customer_Segment,Device_Type,Payment_Method,Delivery_Option,Order_Value_NGN,Quantity,Total_Value_NGN,Discount_Pct,Discount_Amount_NGN,Final_Value_NGN,Delivery_Days,Customer_Satisfaction,Repeat_Purchase_Likelihood,Returned,Platform_Rating
NM-10647,2023-12-26,12,Dec,Q4,Anambra,Jiji,Electronics,35-44,Male,Homemaker,Mobile,Card,Next Day,42010.19,3,126030.57,10,12603.06,113427.51,1,4,High,0,3.5
NM-10648,2023-07-21,7,Jul,Q3,Kaduna,Jiji,Food & Grocery,18-24,Female,Student,Desktop,Card,2-3 Days,4740.86,1,4740.86,0,0.0,4740.86,2,2,Low,0,4.5
NM-10649,2023-10-18,10,Oct,Q4,Oyo,Amazon Nigeria,Home & Living,18-24,Female,Retiree,Desktop,Wallet,Standard (5-7 Days),107373.75,3,322121.25,0,0.0,322121.25,5,2,Low,1,4.4
NM-10650,2023-05-08,5,May,Q2,Delta,WhatsApp Commerce,Food & Grocery,35-44,Female,Young Professional,Mobile,Cash on Delivery,2-3 Days,3786.5,1,3786.5,0,0.0,3786.5,2,5,High,0,4.1
NM-10651,2023-01-12,1,Jan,Q1,Kano,Jumia,Sports & Fitness,18-24,Male,Homemaker,Mobile,Card,2-3 Days,26607.71,1,26607.71,0,0.0,26607.71,3,5,High,0,4.5
NM-10652,2023-12-22,12,Dec,Q4,Lagos,Amazon Nigeria,Books & Education,25-34,Female,Business Owner,Mobile,Card,Next Day,9025.5,1,9025.5,15,1353.83,7671.67,2,4,High,0,3.1
NM-10653,2023-05-24,5,May,Q2,Anambra,Amazon Nigeria,Automobile Parts,35-44,Female,Young Professional,Tablet,Card,Same Day,144301.13,2,288602.26,0,0.0,288602.26,1,4,Medium,0,3.0
NM-10654,2023-05-27,5,May,Q2,Lagos,Amazon Nigeria,Automobile Parts,35-44,Female,Young Professional,Tablet,Wallet,Next Day,77894.68,2,155789.36,5,7789.47,147999.89,2,4,High,0,4.5
NM-10655,2023-09-11,9,Sep,Q3,Kaduna,Konga,Automobile Parts,18-24,Female,Homemaker,Mobile,USSD,2-3 Days,137736.45,1,137736.45,25,34434.11,103302.34,3,3,Medium,0,4.6
NM-10656,2023-03-23,3,Mar,Q1,Kano,Amazon Nigeria,Sports & Fitness,25-34,Female,Student,Desktop,Wallet,2-3 Days,68683.44,2,137366.88,25,34341.72,103025.16,3,5,High,0,4.0
NM-10657,2023-07-11,7,Jul,Q3,Borno,Jumia,Food & Grocery,18-24,Female,Homemaker,Mobile,Card,Standard (5-7 Days),14614.37,1,14614.37,10,1461.44,13152.93,7,3,Medium,0,4.3
NM-10658,2023-12-22,12,Dec,Q4,Delta,Jumia,Home & Living,25-34,Female,Student,Desktop,Transfer,Same Day,114262.72,1,114262.72,5,5713.14,108549.58,1,2,Low,1,3.8
NM-10659,2023-06-05,6,Jun,Q2,Abuja,Konga,Sports & Fitness,25-34,Male,Retiree,Mobile,Cash on Delivery,2-3 Days,36567.81,2,73135.62,5,3656.78,69478.84,3,4,Medium,0,4.5
NM-10660,2023-02-14,2,Feb,Q1,Abuja,Konga,Sports & Fitness,55+,Female,Homemaker,Tablet,Cash on Delivery,Same Day,40090.26,1,40090.26,0,0.0,40090.26,1,5,High,0,4.5
NM-10661,2023-09-15,9,Sep,Q3,Delta,Jumia,Automobile Parts,55+,Male,Business Owner,Mobile,Transfer,Same Day,42796.79,1,42796.79,10,4279.68,38517.11,1,3,Medium,0,4.6
NM-10662,2023-01-03,1,Jan,Q1,Lagos,Jumia,Sports & Fitness,18-24,Female,Retiree,Mobile,Cash on Delivery,Same Day,33435.08,2,66870.16,10,6687.02,60183.14,1,4,High,0,4.4
NM-10663,2023-12-24,12,Dec,Q4,Abuja,Jumia,Food & Grocery,25-34,Male,Business Owner,Desktop,Card,Same Day,11889.39,2,23778.78,20,4755.76,19023.02,1,5,High,0,3.8
NM-10664,2023-08-17,8,Aug,Q3,Kaduna,Konga,Home & Living,35-44,Female,Young Professional,Mobile,Card,Same Day,80884.13,1,80884.13,10,8088.41,72795.72,1,4,High,0,3.7
NM-10665,2023-03-12,3,Mar,Q1,Anambra,Jumia,Electronics,35-44,Male,Homemaker,Desktop,Wallet,2-3 Days,122042.28,1,122042.28,5,6102.11,115940.17,2,4,Medium,0,4.2
NM-10666,2023-10-17,10,Oct,Q4,Abuja,Jumia,Food & Grocery,25-34,Female,Retiree,Mobile,Wallet,Standard (5-7 Days),5788.85,2,11577.7,5,578.88,10998.82,6,3,High,0,4.0
NM-10667,2023-09-18,9,Sep,Q3,Rivers,PayPorte,Sports & Fitness,25-34,Female,Business Owner,Mobile,Cash on Delivery,Next Day,71544.55,2,143089.1,15,21463.37,121625.73,1,5,Medium,0,3.8
NM-10668,2023-06-24,6,Jun,Q2,Enugu,Jumia,Food & Grocery,25-34,Female,Young Professional,Mobile,Transfer,2-3 Days,8980.43,1,8980.43,5,449.02,8531.41,3,4,High,0,4.4
NM-10669,2023-02-02,2,Feb,Q1,Borno,PayPorte,Food & Grocery,25-34,Female,Student,Mobile,Cash on Delivery,2-3 Days,7786.64,1,7786.64,0,0.0,7786.64,2,5,Medium,0,4.9
NM-10670,2023-03-13,3,Mar,Q1,Rivers,Shoprite Online,Automobile Parts,35-44,Female,Young Professional,Mobile,USSD,Next Day,162030.93,2,324061.86,0,0.0,324061.86,2,5,Medium,0,4.8
NM-10671,2023-05-19,5,May,Q2,Rivers,Jumia,Sports & Fitness,25-34,Female,Retiree,Desktop,Card,2-3 Days,74868.78,1,74868.78,5,3743.44,71125.34,2,2,Low,0,3.8
NM-10672,2023-09-08,9,Sep,Q3,Delta,Konga,Health & Beauty,18-24,Male,Retiree,Mobile,Wallet,2-3 Days,21846.33,1,21846.33,5,1092.32,20754.01,2,2,Medium,0,4.2
NM-10673,2023-11-16,11,Nov,Q4,Kano,Shoprite Online,Automobile Parts,18-24,Male,Young Professional,Mobile,Card,Same Day,146157.82,1,146157.82,0,0.0,146157.82,1,5,Medium,0,4.5
NM-10674,2023-05-19,5,May,Q2,Kano,Shoprite Online,Automobile Parts,18-24,Female,Student,Mobile,Card,Next Day,163433.66,1,163433.66,0,0.0,163433.66,2,4,Medium,0,3.2
NM-10675,2023-02-11,2,Feb,Q1,Rivers,PayPorte,Automobile Parts,25-34,Male,Young Professional,Desktop,Wallet,Standard (5-7 Days),86438.65,1,86438.65,0,0.0,86438.65,5,3,Medium,1,4.0
NM-10676,2023-12-27,12,Dec,Q4,Enugu,Konga,Electronics,35-44,Male,Business Owner,Mobile,Cash on Delivery,Standard (5-7 Days),40914.58,3,122743.74,10,12274.37,110469.37,5,2,Low,1,4.6
NM-10677,2023-01-11,1,Jan,Q1,Lagos,PayPorte,Home & Living,35-44,Male,Business Owner,Mobile,Transfer,Standard (5-7 Days),61460.11,2,122920.22,20,24584.04,98336.18,6,2,Medium,0,3.4
NM-10678,2023-03-23,3,Mar,Q1,Borno,Jiji,Home & Living,35-44,Male,Retiree,Tablet,Transfer,Same Day,15623.33,2,31246.66,0,0.0,31246.66,1,3,Low,0,4.7
NM-10679,2023-04-01,4,Apr,Q2,Kano,Jumia,Health & Beauty,35-44,Female,Student,Mobile,Card,Same Day,11867.9,1,11867.9,5,593.39,11274.51,1,5,High,0,4.6
NM-10680,2023-01-05,1,Jan,Q1,Kano,Jiji,Books & Education,25-34,Male,Student,Desktop,Wallet,Next Day,5893.95,1,5893.95,0,0.0,5893.95,1,3,Low,0,3.3
NM-10681,2023-11-07,11,Nov,Q4,Borno,Amazon Nigeria,Health & Beauty,35-44,Male,Business Owner,Mobile,Cash on Delivery,Same Day,27021.69,1,27021.69,5,1351.08,25670.61,1,5,High,0,4.5
NM-10682,2023-09-15,9,Sep,Q3,Enugu,Konga,Sports & Fitness,25-34,Male,Business Owner,Mobile,Wallet,2-3 Days,69202.44,1,69202.44,0,0.0,69202.44,3,2,Low,0,4.5
NM-10683,2023-04-27,4,Apr,Q2,Rivers,Konga,Food & Grocery,25-34,Male,Retiree,Desktop,Cash on Delivery,2-3 Days,22784.26,1,22784.26,5,1139.21,21645.05,3,4,Medium,1,4.7
NM-10684,2023-09-20,9,Sep,Q3,Oyo,Konga,Sports & Fitness,35-44,Male,Retiree,Desktop,Cash on Delivery,Same Day,45922.11,1,45922.11,30,13776.63,32145.48,1,4,High,0,4.5
NM-10685,2023-11-10,11,Nov,Q4,Enugu,Jumia,Electronics,18-24,Male,Homemaker,Mobile,Wallet,2-3 Days,169197.48,2,338394.96,0,0.0,338394.96,2,5,High,0,4.5
NM-10686,2023-04-11,4,Apr,Q2,Enugu,Jumia,Food & Grocery,18-24,Female,Homemaker,Mobile,Cash on Delivery,2-3 Days,4143.36,1,4143.36,5,207.17,3936.19,2,1,Low,1,4.1
NM-10687,2023-02-03,2,Feb,Q1,Borno,Jumia,Home & Living,25-34,Female,Student,Tablet,Transfer,Same Day,30195.86,3,90587.58,0,0.0,90587.58,1,5,High,0,4.1
NM-10688,2023-05-06,5,May,Q2,Oyo,Jiji,Sports & Fitness,45-54,Female,Homemaker,Mobile,USSD,2-3 Days,21191.12,1,21191.12,5,1059.56,20131.56,3,5,Medium,0,4.6
NM-10689,2023-02-20,2,Feb,Q1,Oyo,Jumia,Food & Grocery,25-34,Male,Retiree,Mobile,Wallet,Next Day,18039.78,1,18039.78,5,901.99,17137.79,2,3,Low,0,4.7
NM-10690,2023-06-20,6,Jun,Q2,Abuja,Shoprite Online,Electronics,25-34,Female,Young Professional,Mobile,Cash on Delivery,Next Day,329094.0,1,329094.0,0,0.0,329094.0,2,3,Medium,0,3.5
NM-10691,2023-01-05,1,Jan,Q1,Kano,Konga,Sports & Fitness,18-24,Female,Student,Mobile,Wallet,Same Day,15403.51,1,15403.51,20,3080.7,12322.81,1,5,Medium,0,4.7
NM-10692,2023-02-12,2,Feb,Q1,Kaduna,PayPorte,Fashion,18-24,Female,Retiree,Mobile,Transfer,2-3 Days,44503.76,2,89007.52,15,13351.13,75656.39,2,5,Medium,0,4.7
NM-10693,2023-09-21,9,Sep,Q3,Abuja,Amazon Nigeria,Health & Beauty,18-24,Female,Business Owner,Mobile,Card,2-3 Days,5623.91,2,11247.82,10,1124.78,10123.04,3,4,High,0,4.0
NM-10694,2023-08-25,8,Aug,Q3,Oyo,PayPorte,Automobile Parts,35-44,Male,Retiree,Desktop,Cash on Delivery,2-3 Days,36554.42,1,36554.42,0,0.0,36554.42,2,5,High,0,3.7
NM-10695,2023-08-31,8,Aug,Q3,Kaduna,Jiji,Books & Education,55+,Male,Homemaker,Mobile,Cash on Delivery,2-3 Days,10358.45,1,10358.45,5,517.92,9840.53,2,1,Low,0,4.3
NM-10696,2023-10-18,10,Oct,Q4,Anambra,Shoprite Online,Sports & Fitness,35-44,Female,Young Professional,Mobile,Cash on Delivery,Standard (5-7 Days),69978.17,1,69978.17,20,13995.63,55982.54,6,1,Low,0,4.0
NM-10697,2023-07-10,7,Jul,Q3,Delta,Instagram Shop,Home & Living,35-44,Female,Student,Mobile,Card,2-3 Days,43775.68,1,43775.68,15,6566.35,37209.33,2,3,High,0,4.0
NM-10698,2023-05-29,5,May,Q2,Enugu,Konga,Home & Living,55+,Female,Business Owner,Desktop,Cash on Delivery,Standard (5-7 Days),66961.11,2,133922.22,0,0.0,133922.22,6,3,High,0,4.0
NM-10699,2023-01-20,1,Jan,Q1,Delta,Instagram Shop,Home & Living,25-34,Female,Business Owner,Desktop,USSD,Standard (5-7 Days),98924.67,2,197849.34,10,19784.93,178064.41,5,3,Low,1,3.9
NM-10700,2023-11-24,11,Nov,Q4,Anambra,Jumia,Electronics,18-24,Female,Retiree,Desktop,Transfer,Standard (5-7 Days),278977.93,2,557955.86,10,55795.59,502160.27,7,3,Medium,0,4.8
NM-10701,2023-09-03,9,Sep,Q3,Enugu,PayPorte,Food & Grocery,18-24,Female,Retiree,Mobile,Wallet,Standard (5-7 Days),2475.89,1,2475.89,15,371.38,2104.51,7,2,Low,1,3.7
NM-10702,2023-05-19,5,May,Q2,Oyo,Jumia,Fashion,55+,Male,Young Professional,Tablet,Transfer,Same Day,43536.03,1,43536.03,5,2176.8,41359.23,1,3,High,0,4.5
NM-10703,2023-06-25,6,Jun,Q2,Kaduna,Jumia,Home & Living,55+,Male,Business Owner,Tablet,Wallet,Same Day,23439.08,3,70317.24,10,7031.72,63285.52,1,4,High,0,4.6
NM-10704,2023-09-11,9,Sep,Q3,Rivers,Jumia,Books & Education,45-54,Female,Young Professional,Desktop,Wallet,Next Day,9025.68,1,9025.68,5,451.28,8574.4,2,1,Low,1,3.9
NM-10705,2023-10-11,10,Oct,Q4,Lagos,WhatsApp Commerce,Books & Education,35-44,Male,Retiree,Mobile,Transfer,Same Day,14947.83,2,29895.66,5,1494.78,28400.88,1,4,Medium,0,3.1
NM-10706,2023-02-08,2,Feb,Q1,Oyo,PayPorte,Food & Grocery,25-34,Male,Retiree,Desktop,USSD,2-3 Days,24427.98,1,24427.98,5,1221.4,23206.58,3,1,Low,0,4.0
NM-10707,2023-10-23,10,Oct,Q4,Borno,Amazon Nigeria,Sports & Fitness,25-34,Male,Business Owner,Mobile,Transfer,2-3 Days,20135.6,3,60406.8,0,0.0,60406.8,3,5,Medium,0,4.9
NM-10708,2023-12-03,12,Dec,Q4,Enugu,Jumia,Health & Beauty,45-54,Male,Young Professional,Desktop,Transfer,2-3 Days,13331.16,2,26662.32,0,0.0,26662.32,2,5,High,0,3.7
NM-10709,2023-04-22,4,Apr,Q2,Enugu,Amazon Nigeria,Home & Living,35-44,Male,Student,Mobile,Transfer,Same Day,88806.1,1,88806.1,15,13320.92,75485.18,1,5,High,0,4.7
NM-10710,2023-03-11,3,Mar,Q1,Delta,Jiji,Electronics,45-54,Male,Young Professional,Mobile,Cash on Delivery,Next Day,150514.4,2,301028.8,20,60205.76,240823.04,2,4,High,0,4.2
NM-10711,2023-10-25,10,Oct,Q4,Lagos,WhatsApp Commerce,Automobile Parts,35-44,Female,Student,Mobile,Wallet,Next Day,31035.63,2,62071.26,0,0.0,62071.26,1,5,High,0,3.4
NM-10712,2023-03-15,3,Mar,Q1,Abuja,Jiji,Home & Living,18-24,Male,Homemaker,Desktop,Transfer,Standard (5-7 Days),21903.57,2,43807.14,0,0.0,43807.14,6,3,Medium,0,4.3
NM-10713,2023-01-26,1,Jan,Q1,Kano,Jumia,Sports & Fitness,25-34,Male,Retiree,Desktop,Card,Standard (5-7 Days),23160.46,1,23160.46,0,0.0,23160.46,7,2,Medium,0,3.5
NM-10714,2023-09-02,9,Sep,Q3,Enugu,Jumia,Books & Education,25-34,Female,Student,Mobile,USSD,Standard (5-7 Days),14507.36,1,14507.36,5,725.37,13781.99,5,4,High,1,4.3
NM-10715,2023-06-08,6,Jun,Q2,Kano,Jumia,Sports & Fitness,45-54,Female,Homemaker,Mobile,Wallet,2-3 Days,60726.62,1,60726.62,10,6072.66,54653.96,2,3,Medium,1,4.6
NM-10716,2023-12-20,12,Dec,Q4,Borno,Shoprite Online,Food & Grocery,55+,Male,Homemaker,Tablet,Cash on Delivery,Next Day,19702.79,1,19702.79,5,985.14,18717.65,2,2,Medium,1,4.2
NM-10717,2023-06-22,6,Jun,Q2,Anambra,PayPorte,Sports & Fitness,45-54,Male,Retiree,Mobile,Transfer,Next Day,31122.93,2,62245.86,10,6224.59,56021.27,2,5,Medium,0,3.3
NM-10718,2023-08-14,8,Aug,Q3,Anambra,Amazon Nigeria,Home & Living,35-44,Female,Student,Mobile,Cash on Delivery,Same Day,87619.56,1,87619.56,0,0.0,87619.56,1,4,High,1,4.3
NM-10719,2023-11-03,11,Nov,Q4,Delta,Amazon Nigeria,Fashion,18-24,Male,Homemaker,Desktop,USSD,Same Day,25549.43,2,51098.86,15,7664.83,43434.03,1,4,High,0,4.9
NM-10720,2023-10-22,10,Oct,Q4,Delta,Shoprite Online,Home & Living,25-34,Male,Homemaker,Desktop,Cash on Delivery,Same Day,36932.05,1,36932.05,5,1846.6,35085.45,1,5,Medium,0,3.0
NM-10721,2023-06-01,6,Jun,Q2,Oyo,Jumia,Food & Grocery,45-54,Male,Business Owner,Desktop,Card,Next Day,12599.67,2,25199.34,0,0.0,25199.34,1,5,High,0,4.6
NM-10722,2023-12-17,12,Dec,Q4,Anambra,Jumia,Fashion,25-34,Female,Young Professional,Mobile,Card,Next Day,38402.12,1,38402.12,0,0.0,38402.12,1,4,Medium,0,4.2
NM-10723,2023-11-09,11,Nov,Q4,Enugu,Amazon Nigeria,Sports & Fitness,55+,Male,Student,Mobile,Cash on Delivery,Next Day,67588.44,1,67588.44,5,3379.42,64209.02,1,5,High,1,4.7
NM-10724,2023-11-29,11,Nov,Q4,Abuja,Shoprite Online,Food & Grocery,35-44,Male,Business Owner,Mobile,Transfer,Same Day,15355.23,2,30710.46,0,0.0,30710.46,1,4,High,0,3.1
NM-10725,2023-04-02,4,Apr,Q2,Enugu,Jiji,Sports & Fitness,25-34,Male,Retiree,Mobile,Wallet,2-3 Days,7345.41,1,7345.41,15,1101.81,6243.6,2,4,High,0,4.4
NM-10726,2023-01-14,1,Jan,Q1,Enugu,Jumia,Sports & Fitness,18-24,Female,Retiree,Mobile,Cash on Delivery,2-3 Days,62923.12,2,125846.24,20,25169.25,100676.99,2,3,High,0,4.4
NM-10727,2023-11-06,11,Nov,Q4,Delta,Instagram Shop,Fashion,18-24,Female,Student,Desktop,Cash on Delivery,2-3 Days,4085.33,1,4085.33,5,204.27,3881.06,2,4,Medium,0,4.6
NM-10728,2023-09-14,9,Sep,Q3,Borno,PayPorte,Books & Education,18-24,Female,Student,Mobile,USSD,Next Day,9892.34,1,9892.34,5,494.62,9397.72,1,2,Low,0,3.7
NM-10729,2023-05-18,5,May,Q2,Kaduna,Jumia,Health & Beauty,25-34,Male,Homemaker,Mobile,Wallet,Same Day,19129.68,5,95648.4,5,4782.42,90865.98,1,5,High,0,4.3
NM-10730,2023-01-09,1,Jan,Q1,Lagos,Konga,Home & Living,35-44,Female,Business Owner,Mobile,Cash on Delivery,Standard (5-7 Days),93822.14,2,187644.28,25,46911.07,140733.21,5,1,Medium,0,4.7
NM-10731,2023-09-22,9,Sep,Q3,Enugu,Shoprite Online,Health & Beauty,25-34,Female,Retiree,Tablet,USSD,Standard (5-7 Days),8800.33,2,17600.66,0,0.0,17600.66,6,2,Low,1,4.5
NM-10732,2023-03-08,3,Mar,Q1,Enugu,Jiji,Health & Beauty,45-54,Female,Young Professional,Mobile,Cash on Delivery,Next Day,14468.34,2,28936.68,10,2893.67,26043.01,1,5,High,0,3.8
NM-10733,2023-12-12,12,Dec,Q4,Anambra,Jumia,Sports & Fitness,25-34,Male,Retiree,Desktop,USSD,Next Day,32047.62,1,32047.62,0,0.0,32047.62,1,3,Medium,0,3.9
NM-10734,2023-04-02,4,Apr,Q2,Borno,Instagram Shop,Electronics,35-44,Female,Student,Desktop,Card,Next Day,293189.24,1,293189.24,15,43978.39,249210.85,1,5,High,0,4.4
NM-10735,2023-04-10,4,Apr,Q2,Lagos,WhatsApp Commerce,Health & Beauty,55+,Female,Business Owner,Mobile,Card,Next Day,29427.08,1,29427.08,5,1471.35,27955.73,1,4,Medium,0,4.2
NM-10736,2023-04-12,4,Apr,Q2,Enugu,Konga,Fashion,35-44,Female,Student,Mobile,Wallet,Next Day,23688.4,1,23688.4,10,2368.84,21319.56,1,5,High,1,4.2
NM-10737,2023-01-14,1,Jan,Q1,Kaduna,WhatsApp Commerce,Fashion,18-24,Male,Young Professional,Tablet,Cash on Delivery,Same Day,44885.05,1,44885.05,0,0.0,44885.05,1,3,High,1,3.5
NM-10738,2023-01-02,1,Jan,Q1,Anambra,Konga,Books & Education,55+,Female,Homemaker,Desktop,USSD,Same Day,13410.8,2,26821.6,5,1341.08,25480.52,1,3,High,0,4.3
NM-10739,2023-03-13,3,Mar,Q1,Borno,Jumia,Health & Beauty,25-34,Male,Student,Mobile,Card,Standard (5-7 Days),27086.94,1,27086.94,0,0.0,27086.94,7,3,Low,0,3.9
NM-10740,2023-07-07,7,Jul,Q3,Abuja,Jumia,Electronics,55+,Male,Student,Mobile,USSD,Standard (5-7 Days),226210.12,2,452420.24,5,22621.01,429799.23,6,3,High,0,3.7
NM-10741,2023-11-08,11,Nov,Q4,Kano,Konga,Electronics,25-34,Male,Homemaker,Tablet,Transfer,Next Day,44607.22,3,133821.66,0,0.0,133821.66,1,4,Medium,0,4.7
NM-10742,2023-08-06,8,Aug,Q3,Kaduna,Jumia,Automobile Parts,25-34,Female,Student,Mobile,Wallet,Same Day,154505.98,2,309011.96,0,0.0,309011.96,1,5,Medium,1,4.2
NM-10743,2023-11-27,11,Nov,Q4,Delta,Shoprite Online,Sports & Fitness,25-34,Male,Retiree,Mobile,USSD,Next Day,32447.0,2,64894.0,0,0.0,64894.0,2,4,Medium,0,4.1
NM-10744,2023-03-26,3,Mar,Q1,Abuja,Shoprite Online,Health & Beauty,55+,Female,Young Professional,Mobile,Wallet,Standard (5-7 Days),15592.79,2,31185.58,10,3118.56,28067.02,7,2,Low,1,4.4
NM-10745,2023-03-17,3,Mar,Q1,Delta,Jumia,Health & Beauty,35-44,Female,Homemaker,Mobile,Card,Standard (5-7 Days),13236.5,1,13236.5,0,0.0,13236.5,5,4,High,0,4.5
NM-10746,2023-08-23,8,Aug,Q3,Anambra,Konga,Electronics,18-24,Female,Business Owner,Mobile,Cash on Delivery,Standard (5-7 Days),270870.19,5,1354350.95,0,0.0,1354350.95,7,2,Medium,1,4.4
NM-10747,2023-12-06,12,Dec,Q4,Kaduna,PayPorte,Food & Grocery,45-54,Female,Student,Desktop,Wallet,Same Day,4709.52,1,4709.52,10,470.95,4238.57,1,5,Medium,0,3.7
NM-10748,2023-04-21,4,Apr,Q2,Kano,Konga,Health & Beauty,25-34,Female,Homemaker,Desktop,Transfer,Standard (5-7 Days),2985.33,1,2985.33,5,149.27,2836.06,7,2,Medium,1,4.0
NM-10749,2023-04-25,4,Apr,Q2,Kano,Jumia,Health & Beauty,45-54,Male,Student,Mobile,Wallet,Same Day,2531.79,2,5063.58,10,506.36,4557.22,1,5,High,0,3.6
NM-10750,2023-05-23,5,May,Q2,Rivers,Shoprite Online,Sports & Fitness,25-34,Female,Young Professional,Mobile,Transfer,Standard (5-7 Days),10087.94,2,20175.88,0,0.0,20175.88,6,3,Low,0,3.4
NM-10751,2023-09-11,9,Sep,Q3,Borno,Instagram Shop,Automobile Parts,35-44,Male,Student,Mobile,Card,Next Day,92604.71,2,185209.42,5,9260.47,175948.95,1,5,High,0,3.3
NM-10752,2023-10-17,10,Oct,Q4,Lagos,Jiji,Fashion,55+,Female,Retiree,Desktop,Cash on Delivery,Standard (5-7 Days),32369.77,2,64739.54,15,9710.93,55028.61,6,4,Medium,1,3.4
NM-10753,2023-02-25,2,Feb,Q1,Delta,Jumia,Food & Grocery,25-34,Female,Retiree,Mobile,USSD,Next Day,12745.43,4,50981.72,5,2549.09,48432.63,1,3,High,0,4.5
NM-10754,2023-08-18,8,Aug,Q3,Rivers,Shoprite Online,Sports & Fitness,25-34,Male,Student,Mobile,Card,2-3 Days,9649.54,2,19299.08,0,0.0,19299.08,2,5,High,0,3.8
NM-10755,2023-02-22,2,Feb,Q1,Enugu,Jumia,Fashion,25-34,Female,Retiree,Mobile,Cash on Delivery,Next Day,19731.1,1,19731.1,20,3946.22,15784.88,2,4,Medium,0,4.6
NM-10756,2023-09-09,9,Sep,Q3,Borno,Jiji,Food & Grocery,18-24,Female,Student,Mobile,Transfer,Standard (5-7 Days),20041.07,2,40082.14,5,2004.11,38078.03,7,2,Low,1,3.8
NM-10757,2023-03-02,3,Mar,Q1,Kaduna,Jumia,Books & Education,25-34,Female,Homemaker,Mobile,Transfer,Standard (5-7 Days),7623.25,2,15246.5,5,762.33,14484.17,6,3,High,0,4.5
NM-10758,2023-07-21,7,Jul,Q3,Anambra,Jiji,Fashion,35-44,Male,Young Professional,Mobile,Card,2-3 Days,31507.38,2,63014.76,0,0.0,63014.76,3,4,Medium,0,4.3
NM-10759,2023-12-16,12,Dec,Q4,Kano,Jumia,Food & Grocery,35-44,Female,Homemaker,Mobile,USSD,Same Day,8175.9,1,8175.9,10,817.59,7358.31,1,3,High,0,4.7
NM-10760,2023-11-07,11,Nov,Q4,Rivers,PayPorte,Automobile Parts,35-44,Male,Young Professional,Mobile,Wallet,2-3 Days,72842.42,2,145684.84,10,14568.48,131116.36,2,3,High,0,4.9
NM-10761,2023-07-19,7,Jul,Q3,Lagos,PayPorte,Books & Education,45-54,Male,Retiree,Mobile,Transfer,Next Day,7947.62,1,7947.62,25,1986.9,5960.72,1,5,Medium,0,4.4
NM-10762,2023-03-20,3,Mar,Q1,Delta,Konga,Books & Education,25-34,Female,Young Professional,Mobile,Cash on Delivery,Standard (5-7 Days),12800.11,1,12800.11,10,1280.01,11520.1,7,1,Low,0,4.3
NM-10763,2023-12-18,12,Dec,Q4,Rivers,Konga,Health & Beauty,25-34,Female,Retiree,Mobile,Transfer,Standard (5-7 Days),17340.65,1,17340.65,10,1734.07,15606.58,7,2,Medium,0,4.1
NM-10764,2023-05-18,5,May,Q2,Anambra,Jumia,Sports & Fitness,35-44,Female,Homemaker,Mobile,Wallet,Next Day,64004.67,3,192014.01,0,0.0,192014.01,1,5,High,1,4.5
NM-10765,2023-12-22,12,Dec,Q4,Delta,Jumia,Sports & Fitness,25-34,Female,Retiree,Mobile,Cash on Delivery,Next Day,20892.55,1,20892.55,15,3133.88,17758.67,2,5,Medium,0,3.5
NM-10766,2023-05-28,5,May,Q2,Delta,Jiji,Automobile Parts,35-44,Female,Young Professional,Mobile,Wallet,2-3 Days,166373.5,1,166373.5,0,0.0,166373.5,2,5,Medium,0,4.7
NM-10767,2023-05-31,5,May,Q2,Kaduna,Jiji,Health & Beauty,25-34,Male,Business Owner,Mobile,Transfer,Next Day,17244.49,1,17244.49,5,862.22,16382.27,1,4,Medium,0,4.5
NM-10768,2023-03-18,3,Mar,Q1,Enugu,Jumia,Automobile Parts,55+,Male,Business Owner,Desktop,Cash on Delivery,Same Day,141848.18,2,283696.36,0,0.0,283696.36,1,4,High,1,4.2
NM-10769,2023-10-13,10,Oct,Q4,Enugu,Jumia,Food & Grocery,25-34,Female,Retiree,Mobile,Cash on Delivery,Next Day,21698.43,1,21698.43,0,0.0,21698.43,1,5,High,0,4.5
NM-10770,2023-09-19,9,Sep,Q3,Enugu,Konga,Books & Education,18-24,Female,Business Owner,Mobile,Wallet,Next Day,6053.35,2,12106.7,10,1210.67,10896.03,2,5,High,0,3.7
NM-10771,2023-01-21,1,Jan,Q1,Borno,Instagram Shop,Fashion,55+,Male,Student,Tablet,Cash on Delivery,Next Day,4800.75,3,14402.25,5,720.11,13682.14,1,5,High,1,4.7
NM-10772,2023-11-21,11,Nov,Q4,Kaduna,Amazon Nigeria,Fashion,18-24,Male,Student,Mobile,Card,Standard (5-7 Days),20878.68,2,41757.36,10,4175.74,37581.62,6,4,High,0,5.0
NM-10773,2023-01-04,1,Jan,Q1,Delta,Jumia,Home & Living,35-44,Male,Homemaker,Mobile,Cash on Delivery,2-3 Days,19919.7,3,59759.1,30,17927.73,41831.37,3,3,High,0,3.7
NM-10774,2023-11-27,11,Nov,Q4,Enugu,Shoprite Online,Fashion,25-34,Male,Young Professional,Mobile,Card,Next Day,3297.54,1,3297.54,0,0.0,3297.54,2,4,High,0,4.1
NM-10775,2023-06-29,6,Jun,Q2,Kaduna,Jumia,Food & Grocery,18-24,Male,Retiree,Mobile,Cash on Delivery,Standard (5-7 Days),13041.83,1,13041.83,15,1956.27,11085.56,6,1,Low,0,4.6
